,RowID,Project,Date,Time,Location,Species,Race_table,Genetics,Genetics_old,Genetics_specific,Genetics_conf,Adipose,Fork_length_mm,Weight_g,ID,Photo,Tissue_sample,Method,Handling,Specimen,Comment,
350,1145,Willow Bend 2023,3/20/2023,11:25,Willow Bend east margin,Chinook,Fall,Fall,CHIN_CaCV_SBP23A353,Fall,,Present,40,0.56,SBP23A353,3602,YES,Seine,"Measure, genetics, and euthanize",YES,,
351,1152,Sutter Bypass 2023,3/20/2023,14:10,Refuge at flooded Oswald Rd,Chinook,Spring,Fall,CHIN_CaCV_SBP23A354,Fall,,Present,85,6.65,SBP23A354,3603,YES,Seine,"Measure, genetics, and release",NO,,
352,1153,Sutter Bypass 2023,3/20/2023,14:10,Refuge at flooded Oswald Rd,Chinook,Spring,Fall,CHIN_CaCV_SBP23A355,Fall,,Present,84,6.38,SBP23A355,3604,YES,Seine,"Measure, genetics, and release",NO,,
353,1154,Sutter Bypass 2023,3/20/2023,14:10,Refuge at flooded Oswald Rd,Chinook,Fall,Fall,CHIN_CaCV_SBP23A357,Fall,,Present,58,1.88,SBP23A357,3605,YES,Seine,"Measure, genetics, and euthanize",YES,,
354,1155,Sutter Bypass 2023,3/20/2023,14:30,Refuge south entrance parking lot,Chinook,Spring,Fall,CHIN_CaCV_SBP23A358,Fall,,Present,68,3.17,SBP23A358,3607,YES,Seine,"Measure, genetics, and release",NO,,
355,1156,Sutter Bypass 2023,3/20/2023,14:30,Refuge south entrance parking lot,Chinook,Fall,Fall,CHIN_CaCV_SBP23A359,Fall,,Present,67,3.21,SBP23A359,3608,YES,Seine,"Measure, genetics, and release",NO,,
356,1163,Sutter Bypass 2023,3/27/2023,8:45,Tisdale weir sill north corner,Chinook,Spring,Winter,CHIN_CaCV_SBP23A360,Winter,,Clipped,88,6.99,SBP23A360,3613,YES,Seine,"Measure, genetics, and release",NO,,
357,1167,Willow Bend 2023,3/27/2023,11:20,Willow Bend east margin,Chinook,Fall,,,,,Present,69,3.51,SBP23A361,3614,YES,Seine,"Measure, genetics, and euthanize",YES,,
358,1168,Willow Bend 2023,3/27/2023,11:20,Willow Bend east margin,Chinook,Fall,Fall,CHIN_CaCV_SBP23A362,Fall,,Present,54,1.64,SBP23A362,3615,YES,Seine,"Measure, genetics, and euthanize",YES,,
359,1169,Willow Bend 2023,3/27/2023,11:20,Willow Bend east margin,Chinook,Fall,Fall,CHIN_CaCV_SBP23A363,Fall,,Present,45,1,SBP23A363,3616,YES,Seine,"Measure, genetics, and euthanize",YES,,
360,1170,Willow Bend 2023,3/27/2023,11:20,Willow Bend east margin,Chinook,Fall,Spring,CHIN_CaCV_SBP23A364,SpMill_Deer,,Present,40,0.62,SBP23A364,3617,YES,Seine,"Measure, genetics, and euthanize",YES,,
361,1180,Sutter Bypass 2023,3/27/2023,12:30,Butte Creek at Laux Rd. boat launch,Chinook,Spring,Fall,CHIN_CaCV_SBP23A365,Fall,,Present,73,4.05,SBP23A365,3619,YES,Seine,"Measure, genetics, and release",NO,,
362,1181,Sutter Bypass 2023,3/27/2023,12:30,Butte Creek at Laux Rd. boat launch,Chinook,Spring,Fall,CHIN_CaCV_SBP23A366,Fall,,Present,72,4.25,SBP23A366,3620,YES,Seine,"Measure, genetics, and release",NO,,
363,1182,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Fall,Fall,CHIN_CaCV_SBP23A367,Fall,,Present,70,3.79,SBP23A367,3621,YES,Seine,"Measure, genetics, and release",NO,,
364,1183,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Fall,Fall,CHIN_CaCV_SBP23A368,Fall,,Present,69,3.7,SBP23A368,3622,YES,Seine,"Measure, genetics, and euthanize",YES,,
365,1184,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Spring,,,,,Present,83,6.32,SBP23A369,3623,YES,Seine,"Measure, genetics, and release",NO,,
366,1185,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Spring,Spring,CHIN_CaCV_SBP23A370,SpMill_Deer,,Present,76,4.68,SBP23A370,3624,YES,Seine,"Measure, genetics, and release",NO,,
367,1186,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Spring,Fall,CHIN_CaCV_SBP23A371,Fall,,Present,79,5.43,SBP23A371,3625,YES,Seine,"Measure, genetics, and release",NO,,
368,1187,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Fall,Fall,CHIN_CaCV_SBP23A372,Fall,,Present,52,1.37,SBP23A372,3626,YES,Seine,"Measure, genetics, and euthanize",YES,,
369,1188,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Spring,Fall,CHIN_CaCV_SBP23A373,Fall,,Present,78,5.35,SBP23A373,3627,YES,Seine,"Measure, genetics, and release",NO,,
370,1189,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Spring,Fall,CHIN_CaCV_SBP23A374,Fall,,Present,75,4.82,SBP23A374,3628,YES,Seine,"Measure, genetics, and release",NO,,
371,1190,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Fall,Fall,CHIN_CaCV_SBP23A375,Fall,,Present,58,1.98,SBP23A375,3629,YES,Seine,"Measure, genetics, and euthanize",YES,,
372,1191,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Spring,,,,,Present,84,5.88,SBP23A376,3630,YES,Seine,"Measure, genetics, and release",NO,,
373,1192,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Spring,,,,,Present,82,6.29,SBP23A377,3631,YES,Seine,"Measure, genetics, and release",NO,,
374,1193,Sutter Bypass 2023,3/27/2023,12:50,Laux road rice field,Chinook,Fall,Fall,CHIN_CaCV_SBP23A378,Fall,,Present,45,0.74,SBP23A378,3632,YES,Seine,"Measure, genetics, and euthanize",YES,,
375,1199,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Winter,Fall,CHIN_CaCV_SBP23A379,Fall,,Present,96,11,SBP23A379,3633,YES,Seine,"Measure, genetics, and release",NO,,
376,1200,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A380,Fall,,Present,90,8.21,SBP23A380,3634,YES,Seine,"Measure, genetics, and release",NO,,
377,1201,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Winter,,,,,Present,97,11.59,SBP23A381,3635,YES,Seine,"Measure, genetics, and release",NO,,
378,1202,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A382,Fall,,Present,95,10.25,SBP23A382,3636,YES,Seine,"Measure, genetics, and release",NO,,
379,1203,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Winter,,,,,Present,102,13.52,SBP23A383,3637,YES,Seine,"Measure, genetics, and release",NO,,
380,1204,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A384,Fall,,Present,89,8.38,SBP23A384,3638,YES,Seine,"Measure, genetics, and release",NO,,
381,1205,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A385,Fall,,Present,85,7.55,SBP23A385,3639,YES,Seine,"Measure, genetics, and release",NO,,
382,1206,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Winter,Fall,CHIN_CaCV_SBP23A386,Fall,,Present,98,10.92,SBP23A386,3640,YES,Seine,"Measure, genetics, and release",NO,,
383,1207,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A387,Fall,,Present,74,4.95,SBP23A387,3641,YES,Seine,"Measure, genetics, and release",NO,,
384,1208,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A388,Fall,,Present,85,7.15,SBP23A388,3642,YES,Seine,"Measure, genetics, and release",NO,,
385,1209,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A389,Fall,,Present,71,4.07,SBP23A389,3643,YES,Seine,"Measure, genetics, and release",NO,,
386,1210,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A390,Fall,,Present,95,10.39,SBP23A390,3644,YES,Seine,"Measure, genetics, and release",NO,,
387,1211,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Winter,Fall,CHIN_CaCV_SBP23A391,Fall,,Present,97,11.43,SBP23A391,3645,YES,Seine,"Measure, genetics, and release",NO,,
388,1212,Sutter Bypass 2023,3/27/2023,16:20,Refuge T2:1 to T2:2 east culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A392,Fall,,Present,95,9.4,SBP23A392,3646,YES,Seine,"Measure, genetics, and release",NO,,
389,1233,Sutter Bypass 2023,4/3/2023,14:00,Refuge T5 wetland inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A393,Fall,,Present,90,7.72,SBP23A393,3647,YES,Seine,"Measure, genetics, and release",NO,,
390,1240,Sutter Bypass 2023,4/3/2023,14:30,Refuge T8:3 outlet under Hughes Rd.,Chinook,Spring,Fall,CHIN_CaCV_SBP23A394,Fall,,Present,92,9.14,SBP23A394,3648,YES,Seine,"Measure, genetics, and release",NO,,
391,1241,Sutter Bypass 2023,4/3/2023,14:30,Refuge T8:3 outlet under Hughes Rd.,Chinook,Spring,Fall,CHIN_CaCV_SBP23A395,Fall,,Present,87,7.85,SBP23A395,3649,YES,Seine,"Measure, genetics, and release",NO,,
392,1242,Sutter Bypass 2023,4/3/2023,14:30,Refuge T8:3 outlet under Hughes Rd.,Chinook,Spring,Fall,CHIN_CaCV_SBP23A396,Fall,,Present,87,7.84,SBP23A396,3650,YES,Seine,"Measure, genetics, and release",NO,,
393,1243,Sutter Bypass 2023,4/3/2023,14:30,Refuge T8:3 outlet under Hughes Rd.,Chinook,Spring,Fall,CHIN_CaCV_SBP23A397,Fall,,Present,95,10.86,SBP23A397,3651,YES,Seine,"Measure, genetics, and release",NO,,
394,1244,Sutter Bypass 2023,4/3/2023,14:30,Refuge T8:3 outlet under Hughes Rd.,Chinook,Spring,Fall,CHIN_CaCV_SBP23A398,Fall,,Present,80,6.12,SBP23A398,3652,YES,Seine,"Measure, genetics, and release",NO,,
395,1245,Sutter Bypass 2023,4/3/2023,14:30,Refuge T8:3 outlet under Hughes Rd.,Chinook,Spring,Fall,CHIN_CaCV_SBP23A399,Fall,,Present,90,9.1,SBP23A399,3653,YES,Seine,"Measure, genetics, and release",NO,,
396,1255,Sutter Bypass 2023,4/10/2023,9:30,Refuge inlet canal lightbulb south outlet,Chinook,Spring,Spring,CHIN_CaCV_SBP23A400,SpButte,,Present,102,10.77,SBP23A400,3654,YES,Seine,"Measure, genetics, and release",NO,,
397,1256,Sutter Bypass 2023,4/10/2023,9:30,Refuge inlet canal lightbulb south outlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A401,Fall,,Present,88,7.61,SBP23A401,3655,YES,Seine,"Measure, genetics, and release",NO,,
398,1257,Sutter Bypass 2023,4/10/2023,9:30,Refuge inlet canal lightbulb south outlet,Chinook,Winter,,,,,Present,113,15.65,SBP23A402,3656,YES,Seine,"Measure, genetics, and release",NO,,
399,1258,Sutter Bypass 2023,4/10/2023,9:30,Refuge inlet canal lightbulb south outlet,Chinook,Spring,Spring,CHIN_CaCV_SBP23A403,SpButte,,Present,89,8.01,SBP23A403,3657,YES,Seine,"Measure, genetics, and release",NO,,
400,1259,Sutter Bypass 2023,4/10/2023,9:30,Refuge inlet canal lightbulb south outlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A404,Fall,,Present,103,12.14,SBP23A404,3658,YES,Seine,"Measure, genetics, and release",NO,,
401,1260,Sutter Bypass 2023,4/10/2023,9:30,Refuge inlet canal lightbulb south outlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A405,Fall,,Present,95,9.92,SBP23A405,3659,YES,Seine,"Measure, genetics, and release",NO,,
402,1261,Sutter Bypass 2023,4/10/2023,9:30,Refuge inlet canal lightbulb south outlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A406,Fall,,Present,104,12.42,SBP23A406,3660,YES,Seine,"Measure, genetics, and release",NO,,
403,1262,Sutter Bypass 2023,4/10/2023,9:30,Refuge inlet canal lightbulb south outlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A407,Fall,,Present,103,12.42,SBP23A407,3661,YES,Seine,"Measure, genetics, and release",NO,,
404,1263,Sutter Bypass 2023,4/10/2023,9:50,Refuge T17 northwest inlet,Chinook,Spring,Winter,CHIN_CaCV_SBP23A408,Winter,,Present,99,10.66,SBP23A408,3662,YES,Seine,"Measure, genetics, and release",NO,,
405,1264,Sutter Bypass 2023,4/10/2023,9:50,Refuge T17 northwest inlet,Chinook,Spring,Fall,CHIN_CaCV_SBP23A409,Fall,,Present,104,13.64,SBP23A409,3663,YES,Seine,"Measure, genetics, and release",NO,,
406,1265,Sutter Bypass 2023,4/10/2023,9:50,Refuge T17 northwest inlet,Chinook,Winter,,,,,Present,107,14.24,SBP23A410,3664,YES,Seine,"Measure, genetics, and release",NO,,
407,1291,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A411,Fall,,Present,102,11.75,SBP23A411,3665,YES,Seine,"Measure, genetics, and release",NO,,
408,1292,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Spring,Fall,CHIN_CaCV_SBP23A412,Fall,,Present,78,5.45,SBP23A412,3666,YES,Seine,"Measure, genetics, and release",NO,Incorrectly labeled e,
409,1293,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,Fall,CHIN_CaCV_SBP23A413,Fall,,Present,59,2.36,SBP23A413,3667,YES,Seine,"Measure, genetics, and euthanize",YES,,
410,1294,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,Fall,CHIN_CaCV_SBP23A414,Fall,,Present,53,1.51,SBP23A414,3668,YES,Seine,"Measure, genetics, and euthanize",YES,,
411,1295,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,Fall,CHIN_CaCV_SBP23A415,Fall,,Present,45,0.84,SBP23A415,3669,YES,Seine,"Measure, genetics, and euthanize",YES,,
412,1296,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,Fall,CHIN_CaCV_SBP23A416,Fall,,Present,51,1.48,SBP23A416,3670,YES,Seine,"Measure, genetics, and euthanize",YES,,
413,1297,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,SpButte,CHIN_CaCV_SBP23A417,SpButte,,Present,54,1.55,SBP23A417,3671,YES,Seine,"Measure, genetics, and release",NO,,
414,1298,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,Fall,CHIN_CaCV_SBP23A418,Fall,,Present,75,4.49,SBP23A418,3672,YES,Seine,"Measure, genetics, and euthanize",YES,,
415,1299,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,Fall,CHIN_CaCV_SBP23A419,Fall,,Present,71,4.17,SBP23A419,3673,YES,Seine,"Measure, genetics, and release",NO,,
416,1300,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,Fall,CHIN_CaCV_SBP23A420,Fall,,Present,50,1.48,SBP23A420,3674,YES,Seine,"Measure, genetics, and release",NO,,
417,1301,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,Fall,CHIN_CaCV_SBP23A421,Fall,,Present,51,1.31,SBP23A421,3675,YES,Seine,"Measure, genetics, and release",NO,,
418,1302,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,LateFall,CHIN_CaCV_SBP23A422,LateFall,,Present,56,1.8,SBP23A422,3676,YES,Seine,"Measure, genetics, and euthanize",YES,,
419,1303,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,Fall,CHIN_CaCV_SBP23A423,Fall,,Present,59,2.17,SBP23A423,3677,YES,Seine,"Measure, genetics, and euthanize",YES,,
420,1304,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,Spring,CHIN_CaCV_SBP23A424,SpMill_Deer,,Present,53,1.59,SBP23A424,3678,YES,Seine,"Measure, genetics, and release",NO,,
421,1305,Sutter Bypass 2023,4/10/2023,10:20,Refuge T16 to T17 culvert,Chinook,Fall,LateFall,CHIN_CaCV_SBP23A425,LateFall,,Present,59,2.22,SBP23A425,3679,YES,Seine,"Measure, genetics, and release",NO,,
422,1266,Sutter Bypass 2023,4/10/2023,12:00,Refuge T2-1 to T2-2 culvert,Chinook,Winter,,,,,Present,105,14.17,SBP23A426,3680,YES,Seine,"Measure, genetics, and release",NO,,
423,1306,Sutter Bypass 2023,4/11/2023,9:00,Refuge T2:1 inlet,Chinook,Fall,Fall,CHIN_CaCV_SBP23A427,Fall,,Present,57,2,SBP23A427,3683,YES,Seine,"Measure, genetics, and euthanize",YES,Consider omitting from analysis as many large Chinook were caught and not recorded since they were given to Jeremy for the survival study,
424,790,Willow Bend 2023,1/26/2023,13:00,Willow Bend swale,Chinook,Fall,,,,,Present,38,0.42,,3366,NO,Seine,"Measure, genetics, and release",NO,No gen clip,
425,1,Sutter Bypass 2021,1/25/2021,13:45,Sacramento River at Colusa City launch,Chinook,Fall,Fall,CHIN_SBP21A001,Fall,0.9983,Intact,46,0.92,SBP21A001,1137,YES,Seine,Tissue sample and specimen,YES,,
426,19,Sutter Bypass 2021,2/16/2021,8:50,Refuge inlet canal,Chinook,Fall,Spring,CHIN_SBP21A002,SpButte,1,Intact,40,0.51,SBP21A002,1546,YES,Seine,Tissue sample and specimen,YES,Check to see if specimen exists,
427,40,Sutter Bypass 2021,2/16/2021,12:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,,,,,Intact,52,1.23,SBP21A003,1555,YES,Seine,Measure and release,YES,Check which specimens are in freezer,
428,41,Sutter Bypass 2021,2/16/2021,12:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A004,Fall,1,Intact,47,0.99,SBP21A004,1556,YES,Seine,Measure and release,YES,,
429,42,Sutter Bypass 2021,2/16/2021,12:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A005,Fall,0.9982,Intact,52,1.37,SBP21A005,1557,YES,Seine,Measure and release,NO,,
430,43,Sutter Bypass 2021,2/16/2021,12:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A006,Fall,0.9996,Intact,46,0.91,SBP21A006,1558,YES,Seine,Measure and release,NO,,
431,44,Sutter Bypass 2021,2/16/2021,12:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A007,Fall,0.862,Intact,46,0.96,SBP21A007,1559,YES,Seine,Measure and release,NO,,
432,45,Sutter Bypass 2021,2/16/2021,12:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A008,Fall,0.9923,Intact,46,0.84,SBP21A008,1560,YES,Seine,Measure and release,NO,,
433,46,Sutter Bypass 2021,2/16/2021,12:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A009,Fall,0.9992,Intact,45,0.78,SBP21A009,1561,YES,Seine,Measure and release,NO,,
434,47,Sutter Bypass 2021,2/16/2021,12:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A010,Fall,0.9985,Intact,43,0.73,SBP21A010,1562,YES,Seine,Measure and release,NO,,
435,48,Sutter Bypass 2021,2/16/2021,12:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A011,Fall,1,Intact,47,0.89,SBP21A011,1563,YES,Seine,Measure and release,YES,,
436,60,Sutter Bypass 2021,3/2/2021,9:00,Refuge inlet canal,Chinook,Fall,Spring,CHIN_SBP21A012,SpButte,1,Intact,53,1.47,SBP21A012,1818,YES,Seine,Tissue sample and specimen,YES,,
437,61,Sutter Bypass 2021,3/2/2021,11:00,Butte Creek at Mallard Ranch,Chinook,Fall,Spring,CHIN_SBP21A013,SpButte,1,Intact,52,1.38,SBP21A013,1822,YES,Fyke,Tissue sample and specimen,YES,,
438,62,Sutter Bypass 2021,3/2/2021,11:00,Butte Creek at Mallard Ranch,Chinook,Fall,Spring,CHIN_SBP21A014,SpButte,1,Intact,43,0.71,SBP21A014,1823,YES,Fyke,Tissue sample and specimen,YES,,
439,63,Sutter Bypass 2021,3/2/2021,11:00,Butte Creek at Mallard Ranch,Chinook,Fall,Spring,CHIN_SBP21A015,SpButte,0.9957,Intact,48,1,SBP21A015,1824,YES,Fyke,Tissue sample and specimen,YES,,
440,64,Sutter Bypass 2021,3/2/2021,11:00,Butte Creek at Mallard Ranch,Chinook,Fall,Spring,CHIN_SBP21A016,SpButte,1,Intact,43,0.83,SBP21A016,1825,YES,Fyke,Tissue sample and release,NO,,
441,80,Sutter Bypass 2021,3/2/2021,14:30,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A017,SpButte,1,Intact,46,1,SBP21A017,1828,YES,Seine,Tissue sample and release,NO,,
442,81,Sutter Bypass 2021,3/2/2021,14:30,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A018,SpButte,1,Intact,47,1.07,SBP21A018,1829,YES,Seine,Tissue sample and release,NO,,
443,82,Sutter Bypass 2021,3/2/2021,14:30,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A019,SpButte,0.9899,Intact,47,1.1,SBP21A019,1830,YES,Seine,Tissue sample and release,NO,,
444,83,Sutter Bypass 2021,3/2/2021,14:30,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A020,SpButte,1,Intact,72,3.99,SBP21A020,1831,YES,Seine,Tissue sample and release,NO,,
445,84,Sutter Bypass 2021,3/2/2021,14:30,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A021,SpButte,1,Intact,51,1.33,SBP21A021,1832,YES,Seine,Tissue sample and specimen,YES,,
446,85,Sutter Bypass 2021,3/2/2021,14:30,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A022,SpButte,1,Intact,53,1.46,SBP21A022,1833,YES,Seine,Tissue sample and specimen,YES,,
447,86,Sutter Bypass 2021,3/2/2021,14:30,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A023,SpButte,1,Partial,47,0.97,SBP21A023,1834,YES,Seine,Tissue sample and specimen,YES,Wound on adipose,
448,89,Sutter Bypass 2021,3/16/2021,10:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A024,SpButte,1,Intact,68,3.4,SBP21A024,2089,YES,Seine,Tissue sample and release,NO,,
449,92,Sutter Bypass 2021,3/16/2021,12:15,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A025,SpButte,1,Intact,62,2.41,SBP21A025,2090,YES,Seine,Tissue sample and specimen,YES,,
450,93,Sutter Bypass 2021,3/16/2021,12:15,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A026,SpButte,1,Intact,62,2.55,SBP21A026,2091,YES,Seine,Tissue sample and specimen,YES,,
451,94,Sutter Bypass 2021,3/16/2021,12:15,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A027,SpButte,0.8779,Intact,70,3.86,SBP21A027,2092,YES,Seine,Tissue sample and release,NO,,
452,95,Sutter Bypass 2021,3/16/2021,12:15,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A028,SpButte,0.9999,Intact,64,2.56,SBP21A028,2093,YES,Seine,Tissue sample and specimen,YES,,
453,96,Sutter Bypass 2021,3/16/2021,12:15,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A029,SpButte,1,Intact,57,1.87,SBP21A029,2094,YES,Seine,Tissue sample and release,NO,,
454,97,Sutter Bypass 2021,3/16/2021,12:15,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A030,SpButte,1,Intact,60,2.22,SBP21A030,2095,YES,Seine,Tissue sample and release,NO,,
455,98,Sutter Bypass 2021,3/16/2021,12:15,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A031,SpButte,1,Intact,60,2.27,SBP21A031,2096,YES,Seine,Tissue sample and release,NO,,
456,103,Sutter Bypass 2021,3/17/2021,10:15,Butte Creek at Mallard Ranch,Chinook,Fall,Spring,CHIN_SBP21A032,SpButte,1,Intact,61,2.41,SBP21A032,2097,YES,Fyke,Tissue sample and specimen,YES,,
457,104,Sutter Bypass 2021,3/17/2021,10:15,Butte Creek at Mallard Ranch,Chinook,Fall,Spring,CHIN_SBP21A033,SpButte,1,Intact,56,1.72,SBP21A033,2099,YES,Seine,Tissue sample and specimen,YES,,
458,105,Sutter Bypass 2021,3/17/2021,10:15,Butte Creek at Mallard Ranch,Chinook,Fall,Spring,CHIN_SBP21A034,SpButte,1,Intact,55,1.78,SBP21A034,2100,YES,Seine,Tissue sample and specimen,YES,,
459,130,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A035,Fall,0.9992,Intact,56,1.77,SBP21A035,2101,YES,Seine,Tissue sample and specimen,YES,,
460,131,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A036,Fall,0.9997,Intact,55,1.68,SBP21A036,2102,YES,Seine,Tissue sample and specimen,YES,,
461,132,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A037,Fall,0.9973,Intact,49,1.24,SBP21A037,2103,YES,Seine,Tissue sample and specimen,YES,,
462,133,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A038,Fall,0.9961,Intact,58,1.88,SBP21A038,2104,YES,Seine,Tissue sample and release,NO,,
463,134,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A039,Fall,0.9997,Intact,60,2.28,SBP21A039,2105,YES,Seine,Tissue sample and release,NO,,
464,135,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A040,Fall,0.9813,Intact,51,1.29,SBP21A040,2106,YES,Seine,Tissue sample and release,NO,,
465,136,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A041,Fall,0.9693,Intact,55,1.69,SBP21A041,2107,YES,Seine,Tissue sample and release,NO,,
